TIMESTAMP,FREQ_MHZ,SIGNAL_POWER_W,NOISE_FLOOR_W,SNR_DB,STATUS
2026-01-05T03:38:41.239924,150.00,1.847834e-15,1.847834e-15,0.000,NOISE
2026-01-05T03:38:41.256806,150.17,2.381402e-15,2.381402e-15,0.000,NOISE
2026-01-05T03:38:41.273956,150.34,2.956008e-15,2.956008e-15,0.000,NOISE
2026-01-05T03:38:41.291041,150.51,7.818948e-15,7.818948e-15,0.000,NOISE
2026-01-05T03:38:41.308029,150.68,2.478587e-15,2.478587e-15,0.000,NOISE
2026-01-05T03:38:41.324970,150.85,2.527104e-17,2.527104e-17,0.000,NOISE
2026-01-05T03:38:41.341893,151.02,6.299111e-15,6.299111e-15,0.000,NOISE
2026-01-05T03:38:41.358806,151.19,4.292355e-16,4.292355e-16,0.000,NOISE
2026-01-05T03:38:41.375720,151.36,2.333948e-15,2.333948e-15,0.000,NOISE
2026-01-05T03:38:41.392637,151.53,5.398541e-16,5.398541e-16,0.000,NOISE
2026-01-05T03:38:41.409598,151.69,2.933459e-15,2.933459e-15,0.000,NOISE
2026-01-05T03:38:41.426623,151.86,2.861419e-15,2.861419e-15,0.000,NOISE
2026-01-05T03:38:41.443600,152.03,4.721826e-15,4.721826e-15,0.000,NOISE
2026-01-05T03:38:41.460575,152.20,6.078220e-15,6.078220e-15,0.000,NOISE
2026-01-05T03:38:41.477638,152.37,6.443697e-15,6.443697e-15,0.000,NOISE
2026-01-05T03:38:41.494728,152.54,2.299963e-15,2.299963e-15,0.000,NOISE
2026-01-05T03:38:41.514130,152.71,1.138330e-14,1.138330e-14,0.000,NOISE
2026-01-05T03:38:41.531124,152.88,4.652140e-15,4.652140e-15,0.000,NOISE
2026-01-05T03:38:41.548042,153.05,1.827483e-15,1.827483e-15,0.000,NOISE
2026-01-05T03:38:41.564932,153.22,1.014614e-14,1.014614e-14,0.000,NOISE
2026-01-05T03:38:41.581884,153.39,6.257471e-15,6.257471e-15,0.000,NOISE
2026-01-05T03:38:41.598813,153.56,1.269195e-14,1.269195e-14,0.000,NOISE
2026-01-05T03:38:41.615957,153.73,3.909121e-15,3.909121e-15,0.000,NOISE
2026-01-05T03:38:41.634490,153.90,2.001083e-14,2.001083e-14,0.000,NOISE
2026-01-05T03:38:41.651385,154.07,1.005648e-15,1.005648e-15,0.000,NOISE
2026-01-05T03:38:41.668398,154.24,5.153706e-15,5.153706e-15,0.000,NOISE
2026-01-05T03:38:41.685377,154.41,3.898142e-15,3.898142e-15,0.000,NOISE
2026-01-05T03:38:41.702265,154.58,1.425139e-15,1.425139e-15,0.000,NOISE
2026-01-05T03:38:41.719469,154.75,5.084598e-16,5.084598e-16,0.000,NOISE
2026-01-05T03:38:41.736380,154.92,3.719230e-16,3.719230e-16,0.000,NOISE
2026-01-05T03:38:41.753288,155.08,6.744472e-16,6.744472e-16,0.000,NOISE
2026-01-05T03:38:41.773064,155.25,7.571571e-16,7.571571e-16,0.000,NOISE
2026-01-05T03:38:41.790246,155.42,1.553691e-14,1.553691e-14,0.000,NOISE
2026-01-05T03:38:41.807163,155.59,1.429851e-15,1.429851e-15,0.000,NOISE
2026-01-05T03:38:41.824353,155.76,9.351415e-17,9.351415e-17,0.000,NOISE
2026-01-05T03:38:41.841495,155.93,4.766041e-15,4.766041e-15,0.000,NOISE
2026-01-05T03:38:41.858650,156.10,3.994054e-15,3.994054e-15,0.000,NOISE
2026-01-05T03:38:41.875566,156.27,1.573581e-15,1.573581e-15,0.000,NOISE
2026-01-05T03:38:41.892585,156.44,1.110466e-15,1.110466e-15,0.000,NOISE
2026-01-05T03:38:41.909514,156.61,9.764641e-15,9.764641e-15,0.000,NOISE
2026-01-05T03:38:41.926619,156.78,1.167239e-15,1.167239e-15,0.000,NOISE
2026-01-05T03:38:41.943677,156.95,8.962030e-16,8.962030e-16,0.000,NOISE
2026-01-05T03:38:41.960724,157.12,4.618184e-15,4.618184e-15,0.000,NOISE
2026-01-05T03:38:41.977881,157.29,2.276490e-16,2.276490e-16,0.000,NOISE
2026-01-05T03:38:41.994939,157.46,1.104664e-16,1.104664e-16,0.000,NOISE
2026-01-05T03:38:42.011882,157.63,1.068717e-14,1.068717e-14,0.000,NOISE
2026-01-05T03:38:42.029132,157.80,2.768714e-15,2.768714e-15,0.000,NOISE
2026-01-05T03:38:42.046090,157.97,2.099741e-15,2.099741e-15,0.000,NOISE
2026-01-05T03:38:42.063079,158.14,2.398900e-14,2.398900e-14,0.000,NOISE
2026-01-05T03:38:42.080137,158.31,5.122188e-15,5.122188e-15,0.000,NOISE
2026-01-05T03:38:42.097162,158.47,4.044189e-15,4.044189e-15,0.000,NOISE
2026-01-05T03:38:42.114139,158.64,3.992794e-15,3.992794e-15,0.000,NOISE
2026-01-05T03:38:42.131204,158.81,8.352849e-15,8.352849e-15,0.000,NOISE
2026-01-05T03:38:42.148165,158.98,2.058263e-15,2.058263e-15,0.000,NOISE
2026-01-05T03:38:42.165087,159.15,9.254585e-15,9.254585e-15,0.000,NOISE
2026-01-05T03:38:42.182049,159.32,1.222824e-15,1.222824e-15,0.000,NOISE
2026-01-05T03:38:42.198920,159.49,1.070854e-15,1.070854e-15,0.000,NOISE
2026-01-05T03:38:42.215811,159.66,1.118990e-15,1.118990e-15,0.000,NOISE
2026-01-05T03:38:42.237382,159.83,1.653116e-16,1.653116e-16,0.000,NOISE
2026-01-05T03:38:42.254388,160.00,7.498564e-15,7.498564e-15,0.000,NOISE
